sep=;
"Arte de proyectar en arquitectura: fundamentos, normas y prescripciones sobre construcción, dimensiones de edificios, locales y utensilios, instalaciones, distribución de programas de necesidades";"Neufert, Ernst; Neufert, Peter (ed.");"";"1995";"Gustavo Gili";"";"Construcciones/35 // Manuales/C1/1208";"";"";"Arquitectura; Proyectos arquitectónicos; Normas; Instalaciones; Dimensiones; Elementos constructivos; Cimentación; Armadura; Techos; Estructuras; Calefacción; Ventilación; Refrigeración; Climatización; Edificios; Protección; Aislación térmica; Aislación sonora; Iluminación artificial; Vidrios; Iluminación natural; Puertas; Ventanas; Escaleras; Ascensores; Ingeniería vial; Jardines; Vivienda; Cocinas; Equipamiento de cocina; Comedores; Dormitorios; Bańos; Muebles; Piscinas; Lavaderos; Balcones; Caminos; Escuelas; Universidades; Bibliotecas; Oficinas; Bancos; Edificios comerciales; Almacenamiento; Talleres; Edificios industriales; Granjas; Establecimientos ganaderos; Ferrocarriles; Garajes; Estacionamiento; Estaciones de servicio; Aeropuertos; Restaurantes; Hoteles; Zoológicos; Teatros; Cines; Areas deportivas; Hospitales; Residencias de ancianos; Iglesia; Museos; Cementerios; Incendios; Protección; Unidades de medición; Peso; Prevención de incendios";""
"Los servicios de referencia virtual; surgimiento, desarrollo y perspectivas a futuro";"Rodríguez Briz, Fernanda";"";"2005";"Alfagrama Ediciones";"";"027.081/R696";"";"";"Referencia virtual; Servicio de referencia; Tecnologías de información y comunicación; Redes de información; Bibliotecología; Búsqueda en línea; Recuperación de información; Usuarios; Bibliotecarios; Correo electrónico; Telefonía; Páginas web; Bases de datos; Bibliotecas";""
"Arquitectura escolar";"Frias, Jorge";"";"1967";"Jorge Frias";"";"CONSTRUCCIONES/484-485 // ARQUITECTURA EDUCACIONAL/C1/7524/T1 // ARQUITECTURA EDUCACIONAL/C2/7556/T2";"";"";"Arquitectura; Escuelas; Construcciones; Historia; Argentina; Areas urbanas; Areas rurales; Ciudades; Situación socioeconómica; Planificación zonal; Diseńo; Edificios; Estudiantes; Universidades; Ubicación; Terrenos; Paisajismo; Aulas; Talleres; Laboratorios; Bibliotecas; Recreación; Gimnasios";""
"Interpretación de la norma ISO 9000:2000 para obtener el certificado de calidad en bibliotecas";"Moreno Jiménez, Daniel";"";"2005";"Universidad del Valle de México // Colegio Nacional de Bilbiotecarios // Library Outsourcing Service";"";"658.56:02/M843";"";"";"Calidad; Bibliotecas; Certificación de calidad; Normas; Aseguramiento de la calidad; Sistemas de calidad; Gestión de la calidad; Documentación; Auditoría; Evaluación; Mediciones";""
"Cuando opinar se convierte en un ejercicio académico;17 editoriales de información, cultura y sociedad";"";"Instituto de Investigaciones Bibliotecológicas (INIBI)";"2007";"INIBI";"";"021/I59";"";"";"Bibliotecología; Investigación; Ciencias de la información; Bibliotecas; Bibliotecas públicas; Usuarios; Evaluación";""
"La política de investigación científica y tecnológica argentina; historia y perspectivas";"Oteiza, Enrique (dir.");"";"1992";"Centro Editor de América Latina";"";"CITIP/104";"";"";"Investigación científico técnica; Política científica; Política tecnológica; Institutos de investigación; Recursos humanos; Proyectos nacionales; Tecnología y ciencia; Argentina";""
"Digital Libraries: Achievements, Challenges and Opportunities";"";"";"2006";"SPRINGER";"";"";"";"";"Computer Science; Bibliotecas digitales";""
"Digital Libraries: Implementing Strategies and Sharing Experiences";"Fox, Edward A.; Neuhold, Erich; Premsmit, Pimrumpai; Wuwongse, Vilas";"";"2005";"SPRINGER";"";"";"";"";"Computer Science; Bibliotecas digitales";""
"Peer-to-Peer, Grid, and Service-Orientation in Digital Library Architectures";"Agosti, Maristella; Schek, Hans-Jörg; Türker, Can";"";"2005";"SPRINGER";"";"";"";"";"Computer Science; Bibliotecas digitales";""
"Research and Advanced Technology for Digital Libraries (vol. # 3652)";"Christodoulakis, Stavros; Rauber, Andreas; Tjoa, A Min";"";"2005";"SPRINGER";"";"";"";"";"Computer Science; Bibliotecas digitales";""
"Research and Advanced Technology for Digital Libraries (vol. # 4172)";"Gonzalo, Julio; Thanos, Constantino; Verdejo, M. Felisa; Carrasco, Rafael C.";"";"2006";"SPRINGER";"";"";"";"";"Computer Science; Bibliotecas digitales";""
"Usuarios de la información: formación y desafíos";"Monfasani, Rosa Emma; Curzel, Marcela Fabiana";"";"2006p.";"Alfagrama ediciones";"";"002/M695";"";"";"Usuarios; Información; Capacitación; Sociedad; Argentina; Estrategias; Bibliotecas; Bibliotecarios";""
"Evaluación de bibliotecas: un modelo desde la óptica de los sistemas de gestión de calidad";"Arriola Navarrete, Óscar";"";"2006";"Alfagrama // Colegio Nacional de Bibliotecarios";"";"Córdoba/658.56:02/Ar696";"";"";"Bibliotecas; Gestión de la calidad; Calidad; Evaluación; Indicadores; Aseguramiento de la calidad; Control de gestión; Control de calidad; Centros de información";""
"Los Talas";"Dolmann, Inés; Luna, Fabio; Velázquez, Silvia Beatriz; Jeifetz, Ricardo Alberto; Aloonso, Germán René; Salmici, José; Quiroz, Zenón; Ferragaut, Claudia; Arroyo, Oscar; Hasapov, Basilio; Corso, María Eugenia; Moruga, Víctor; Nińo Gomez, Alicia; Berardo, Liliana; Pinto, Mónica";" (INTI-Construcciones) //  (INTI-Procesos Superficiales)";"2005";"INTI";"";"4616";"";"";"Construcciones; Mantenimiento; Casas; Reparación; Albańilería; Revestimientos; Procesos superficiales; Techos; Fachadas; Arquitectura; Decoración; Diseńo de interiores; Estilos arquitectónicos; Ladrillos; Revoques; Estructuras; Seguridad en la construcción; Condiciones higrotérmicas; Prevención de incendios; Bibliotecas; Pinturas; Asistencia técnica; Ensayos de laboratorio; Muestreo";""
"The institutional repository";"Jones, Richard; Andrew, Theo; MacColl, John";"";"2006";"Chandos publishing";"";"002.66/J78";"";"";"Repositorios institucionales; Bibliotecas digitales; Metadatos; Preservación digital; Administración; Análisis de costos; Propiedad intelectual; Investigación; Software";""
"Wikis: tools for information work and collaboration";"Klobas, Jane";"";"2006";"Chandos publishing";"";"007:02/K66";"";"";"Tecnologías de información y comunicación; Internet; Redes de información; Páginas Web; Software; Fuentes de información; Evaluación; Bibliotecas; Ciencias de la información; Bibliotecarios; Negocios; Educación; Trabajo";""
"La gestión del proyecto en arquitectura";"MILLS, E.";"";"1996";"GUSTAVO GILI";"";"Estante: MANUALES; Caja: 1";"";"";"AEROPUERTOS; OBRAS COMERCIALES; BIBLIOTECAS; EDIFICIOS P/OFICINAS; VIVIENDAS; OBRAS EDUCACIONALES Y CIENTIFICAS; CINES; HOSPITALES; OBRAS RELIGIOSAS; FABRICAS; BANCOS; EDIFICIOS INSTITUCIONALES; GESTION DE PROYECTOS";""
"Evaluación de bibliotecas universitarias; una propuesta desde las perspectivas objetiva y subjetiva";"Fushimi, Marcela (coord.); González, Claudia; Miguel, Sandra; Pené, Mónica; Pichinini, Mariana; Rozemblum, Cecilia";"";"2011";"Alfagrama ediciones";"";"027.7/F993";"";"";"Bibliotecas universitarias; Evaluación; Bibliometría; Bilbiotecología; Técnicas de evaluación; Proyectos; Metodología";""
"Basic preservation for library and archive collections";"Walker, Alison";"The Preservation Advisory Centre. British Library (PAC)";"2010";"PAC";"";"025.85/P928b";"";"";"Conservación; Patrimonio; Bienes culturales; Bibliotecas; Archivos; Desgaste; Medidas de Seguridad; Mantenimiento";""
"Understanding and caring for bookbindings";"Pearson, David (dir.); Mumford, John; Walker, Alison";"The Preservation Advisory Centre. British Library (PAC)";"2010";"PAC";"";"025.85/P928bo";"";"";"Conservación; Conservación de libros; Encuadernación; Protección; Rotura; Mantenimiento; Bibliotecas; Archivos";""
"Cleaning books and documents";"Bendix, Caroline; Walker, Alison";"The Preservation Advisory Centre. British Library (PAC)";"2011";"PAC";"";"025.85/P928c";"";"";"Conservación; Conservación de libros; Limpieza; Equipos; Personal; Mantenimiento; Bibliotecas; Archivos";""
"Damaged books";"Bendix, Caroline";"The Preservation Advisory Centre. British Library (PAC)";"2010";"PAC";"";"025.85/P928d";"";"";"Conservación; Conservación de libros; Libros; Rotura; Desgaste; Protección; Bibliotecas; Archivos";""
"Preservation of photographic material";"Clark, Susie";"The Preservation Advisory Centre. British Library (PAC)";"2009";"PAC";"";"025.85/P928p";"";"";"Conservación; Fotografía; Desgaste; Mantenimiento; Protección; Almacenamiento; Temperatura; Bibliotecas; Archivos";""
"Using library and archive collections";"";"The Preservation Advisory Centre. British Library (PAC)";"2011";"PAC";"";"025.85/P928u";"";"";"Conservación; Bibliotecas; Archivos; Protección; Medidas de seguridad; Patrimonio";""
"Managing the digitisation of library, archive and museum materials";"Youngs, Karla";"National Preservation Office. British Library (NPO)";"s.f.";"NPO";"";"025.85/N277m";"";"";"Conservación; Bibliotecas; Archivos; Museos; Preservación digital; Digitalización; Patrimonio; Proyectos; Planificación";""
"Photocopying of library and archive materials";"";"National Preservation Office. British Library (NPO)";"2000";"NPO";"";"025.85/N277p";"";"";"Conservación; Bibliotecas; Archivos; Conservación de libros; Reprografía; Riesgos; Propiedad intelectual";""
"Preparing funding applications for preservation and conservation projects";"Bell, Nancy";"National Preservation Office. British Library (NPO)";"1999";"NPO";"";"025.85/N277pr";"";"";"Conservación; Bibliotecas; Archivos; Patrimonio; Bienes culturales; Proyectos; Evaluación de proyectos; Planificación";""
"Aprender del cambio; temas y experiencias en seguimiento y evaluación participativos";"Estrella, Marisol (ed.");"Centro Internacional de Investigaciones para el Desarrollo (CIID)";"2003";"Plaza y Valdés // CIID // CRDI";"";"331.82/E82";"";"";"Desarrollo regional; Política social; Desarrollo social; Planificación; Evaluación; Proyectos de desarrollo; Desarrollo rural; Comunidades rurales; Población indígena; Indicadores económicos";""
"La gestión del proyecto en arquitectura; aeropuertos, almacenes, bancos, bibliotecas, edificios de oficinas y viviendas, escuelas, cines, hospitales, iglesias, hoteles, fábricas, teatros";"Mills, Edward D. (ed.");"";"1992";"Gustavo Gili";"";"Construcciones/36 // Manuales/C1/1201";"";"";"Arquitectura; Proyectos arquitectónicos; Gestión de proyectos; Dimensiones; Espacio; Rutas; Paisajismo; Jardinería; Servicios públicos; Abastecimiento; Dibujo técnico; Aeropuertos; Criaderos; Iglesia; Cines; Edificios; Computadoras; Vivienda; Areas deportivas; Recreación; Teatros; Edificios comerciales; Comercio minorista; Supermercados; Fábricas; Granjas; Bomberos; Garajes; Estacionamiento; Estaciones de servicio; Terminales de autobuses; Centros de salud; Residencias de ancianos; Hospitales; Hoteles; Departamentos; Tribunales; Bibliotecas; Puertos; Edificios públicos; Municipalidad; Oficinas; Bancos; Escuelas; Bares; Laboratorios; Piscinas; Clubes; Grabación; Almacenes";""
"Arte de proyectar en arquitectura: fundamentos, normas y prescripciones sobre construcción, instalaciones, distribución y programas de necesidades, dimensiones de edificios, locales y utensilios";"Neufert, Ernst";"";"1951";"Gustavo Gili";"";"Construcciones/38 // Manuales/C4/1253";"";"";"Arquitectura; Proyectos arquitectónicos; Normas; Instalaciones; Proporción; Dimensiones; Elementos constructivos; Iluminación; Orientación de edificios; Sol; Calor; Ventanas; Puertas; Escaleras; Ascensores; Espacio; Muebles; Calles; Caminos; Jardines; Vivienda; Distribución; Garajes; Vestíbulos; Pasillos; Sótanos; Locales; Lavaderos; Cocinas; Comedores; Armarios; Dormitorios; Bańos; Edificios; Casas de fin de semana; Corrales; Casas; Alquiler; Escuelas; Universidades; Bibliotecas; Estudiantes; Oficinas; Bancos; Rascacielos; Tiendas; Talleres; Fábricas; Granjas; Ferrocarriles; Automóviles; Estacionamiento; Estaciones de servicio; Aeropuertos; Restaurantes; Hoteles; Teatros; Cines; Estadios; Areas deportivas; Gimnasios; Clubes; Piscinas; Hospitales; Residencias de ancianos; Iglesia; Cementerios; Tablas de conversión; Cargas";""
"Alocución al pueblo de Fuente Vaqueros en la fundación de la Biblioteca. (Septiembre de 1931)";"García Lorca, Federico";"";"s.f.";"Ediciones Artesanales";"";"";"";"";"Historia; Literatura; Cultura; Bibliotecas públicas; Libros";""
"Alemanes; en la arquitectura rioplatense";"Gutiérrez, Ramón; Vińuales, Graciela María; Tartarini, Jorge D.; Schere, Rolando H.; Bühler, Dirk; López-Mesas Ortiz, Julia; De Gregorio, Roberto; Schmidt, Graciela; Mesanich, Viviana; Marcó Muńoa, Ricardo; Müller, Luis; Cacciatore, Julio; Alemán, Laura; Inda, Nelson; Apud Apud, Ana María; Barcina, Florencia; Ludewig, Andrés; Schmidt, Pablo F.; Lolich, Liliana; Pisarik, Sonja; Hofer, Andreas; Tomasi, Jorge D.; Fasulo, Graciela; París Benito, Felicidad; Méndez, Patricia; Méndez, María Elena; Radovanovic, Elisa";"Centro de Documentacion de Arte y Arquitectura Latinoamericana (CEDODAL)";"2005";"CEDODAL";"";"Estante: ARQUITECTURA HISTORICA";"";"";"ARQUITECTURA; HISTORIA; URUGUAY; ARGENTINA; PROFESIONALES; INGENIEROS; DICCIONARIOS; EDIFICIOS; OBRAS PUBLICAS; BIBLIOTECAS; EDIFICIOS PUBLICOS; CONSTRUCCIONES; EMPRESAS";""
"Lugares entre no lugares";"Falcato, Pedro";"";"2007";"INIBI";"";"4563";"";"";"Información; Política de información; Bibliotecas; Manejo de la información";""
"Sistema para la gestión de consultas de referencia recibidas por correo electrónico";"Falcato, Pedro";" (INTI-Extensión y Desarrollo- Biblioteca)";"2007";"INTI";"Instituto Nacional de Tecnología Industrial (INTI), Buenos Aires, AR. Jornadas de desarrollo e innovación tecnológica, 6 / Tecnologías blandas, desarrollo e innovación. AR. 2007";"PEI/2";"";"";"Referencia virtual; Servicio de referencia; Correo electrónico; Gestión; Bibliotecas especializadas; INTI; Software";""
"Tesauro de tecnología industrial y ciencias aplicadas";"Bersano, Mónica I.; Carosio, Alicia A.";" (INTI-Extensión y Desarrollo- Biblioteca)";"2007";"INTI";"Instituto Nacional de Tecnología Industrial (INTI), Buenos Aires, AR. Jornadas de desarrollo e innovación tecnológica, 6 / Tecnologías blandas, nuevos servicios. AR. 2007";"PEI/2";"";"";"Tesauros; Tecnología y ciencia; Términos de búsqueda; Términos de indización; Indización; Lenguajes de indización; Terminología; Internet; Bibliotecas especializadas; INTI; Reseńas";""
"Directrices para las transacciones de referencia en la Biblioteca del Instituto Nacional de Tecnología Industrial";"Falcato, P.; López, A. I.; Araujo, J. F.";" (INTI-Extensión y Desarrollo-Biblioteca)";"2004";"INTI";"Instituto Nacional de Tecnología Industrial (INTI), Buenos Aires, AR. Jornadas de desarrollo e innovación tecnológica, 5 / Otras actividades tecnológicas, procesos, aplicación interna. AR. 2004";"";"";"";"Bibliotecas especializadas; INTI; Servicio de referencia; Planificación; Fuentes de información; Sistemas de calidad";""
"El impacto de las nuevas tecnologías y su incidencia en la enseńanza tradicional de las materias técnicas de proceso documental";"Silva, Carmen; Castro, Paula";" (INTI-Extensión y Desarrollo-Biblioteca)";"2009";"INTI-Extensión y Desarrollo-Biblioteca";"Biblioteca Nacional, Buenos Aires, AR. Encuentro Nacional de Catalogadores, 2. La cooperación y las normas para la organización y tratamiento de la información en las bibliotecas argentinas. AR. 2009";"";"";"";"Bibliotecología; Catalogación; Procesamiento técnico de documentos; Educación; Bibliotecarios; Capacitación; Enseńanza; Aprendizaje; Normalización; Tecnologías de información y comunicación; Documentación; Docentes; Estudiantes; Empleo";""
"Biblioteca Ing. Jorge Domínguez; INTI Centro Regional Córdoba";"Salvai,  Eugenia";" (INTI-Córdoba)";"2011";"INTI-Córdoba";"Acuerdo de Bibliotecas Universitarias de Córdoba (ABUC), Córdoba, AR. Quién es quién 2011. AR. 2011";"";"";"";"Bibliotecas; INTI; Laboratorios de ensayos; Metrología; Calibración; Gestión; Córdoba, Argentina; Procesamiento técnico de documentos; Libros; Documentos técnicos; Datos estadísticos; Publicaciones periódicas; Servicios; Préstamos";""
"Bibliotecas y nuevas lecturas en el espacio virtual. Ponencias";"";"";"2007";"ABGRA";"Asociación de Bibliotecarios Graduados de la República Argentina (ABGRA), Buenos Aires, AR. Congreso Iberoamericano de Bibliotecología, 2. AR. 2007";"PE/57";"";"";"Bibliotecología; Iberoamérica; Tecnologías de información y comunicación; Desarrollo tecnológico";""
"Interpretación de la norma ISO 9000:2000 para obtener el certificado de calidad en bibliotecas ";"Moreno Jiménez, Daniel";"";"2005";"Universidad del Valle de México // Colegio Nacional de Bilbiotecarios // Library Outsourcing Service";"";"658.56:02/M843";"";"";"Normas; Aseguramiento de la calidad; Control de calidad; Bibliotecas; Gestión de la calidad; Evaluación; Mediciones";""
"Wikis: tools for information work and collaboration";"Klobas, Jane";"";"2006";"Chandos publishing";"";"007:02/K66";"";"";"Tecnologías de información y comunicación; Redes de información; Fuentes de información; Internet; Bibliotecas; Ciencias de la información; Negocios; Educación";""
"Biblioteca digital; conceptos, recursos y estándares";"Martínez Equihua, Saúl";"";"2007";"Alfagrama";"";"Villa Regina/28";"";"";"Bibliotecas digitales; Tecnologiás de información y comunicación; Servicios de información; Bibliotecología; Información; Internet; Publicaciones electrónicas; Metadatos; Procesamiento técnico de documentos; Documentación; Tratamiento de la información; Manejo de la información; Bases de datos";""
"Repositorios digitales en ciencia y tecnología";"";"";"2010";"MINCyT";"Ministerio de Ciencia, Tecnología e Innovación Productiva (MINCyT), Buenos Aires, AR. Conferencia. AR. 2010";"PE/104";"";"";"Repositorios institucionales; Bibliotecas digitales; Tecnología y ciencia; Reuniones";""
"Human information retrieval";"Warner, Julian";"Massachusetts Institute of Technology (MIT)";"2010";"MIT";"";"002:02/W282";"";"";"Información; Recuperación de información; Manejo de la información; Diseminación de la información; Búsqueda en línea; Internet; Buscadores en Internet; Estrategias de búsqueda; Términos de búsqueda; Bibliotecas; Centros de información; Ciencias de la información";""
"Gestión y planificación en bibliotecas";"Solimine, Giovanni; Di Domenico, Giovanni; Rérez Pulido, Margarita";"";"2010";"Alfagrama ediciones";"";"023/S686";"";"";"Bibliotecas; Bibliotecología; Gestión; Planificación; Administración; Gestión de la calidad; Gestión de proyectos; Sistemas de información; Manejo de la información; Usuarios; Servicios; Servicio de referencia; Organización; Imagen corporativa";""
"Introduction to PL/I programming for library and information science";"Montt, Thomas H.; Artandi, Susan; Struminger, Leny";"";"1972";"Academic press";"";"681.3/M921";"";"";"Computadoras; Bibliotecas; Programación; Bancos de datos; Registro de datos; Bases de datos; Manejo de la información; Procesamiento técnico de documentos; Almacenamiento de datos; Lenguajes de indización; Algebra de boole; Aplicaciones; Aritmetica binaria";""
"IES lighting handbook; application volume";"Kaufman, John E. (ed.); Haynes, Howard (ed.");"Illuminating Engineering Society of North America (IES)";"1981";"IES";"";"FISICA/620/Div.Luminotecnia";"";"";"Iluminación; Diseńo; Iluminación artificial; Iluminación natural; Energía; Energía eléctrica; Instalaciones eléctricas; Oficinas; Escuelas; Edificios públicos; Bibliotecas; Iluminación interior; Iluminación exterior; Luz natural; Edificios industriales; Plantas industriales; Vivienda; Luminarias; Fuentes de luz; Televisión; Fotografía; Areas deportivas; Recreación; Iluminación vial; Aeropuertos; Transportes; Lámparas eléctricas; Publicidad; Seńales luminosas; Persepción sensorial; Visión; Luz; Lámparas incandescentes; Performance; Mediciones ópticas; Fotometría; Color; Métodos de cálculo";""
"Seminario dilemas de la bibilioteca actual; la creatividad frente a la crisis";"";"Instituto Nacional de la Administración Pública. Dirección de Documentación e información (INAP)";"2005";"INAP";"";"002.63/I59";"";"";"Bibliotecas; Sistemas digitales; Centros de información; Internet; Ministerios; Publicaciones periódicas; Argentina; Microfilmación; Bases de datos";""
"El impacto de internet en las redes de telecomunicaciones";"";"Asociación Hispanoamericana de Centros de Investigación y Empresas de Telecomunicación (AHCIET) // Fundación para el Desarrollo de la Función Social de las Comunicaciones (FUNDESCO)";"1997";"AHCIET";"";"Electrónica/Comunicaciones/100-T";"";"";"Internet; Redes de computación; Telecomunicaciones; Información; Redes de comunicación; Brasil; México; Chile; Argentina; Análisis; Universidades; Centros de investigación; Bibliotecas; Administración pública; Equipos; Software; Publicidad; Sistemas digitales; Satélites artificiales; Video; Telefonía; Normas; Normalización; Propiedad intelectual";""
"Entre el perdón y el paredón: preguntas y dilemas de la justicia transicional";"Rettberg, Angelika (comp.");"Centro Internacional de Investigaciones para el Desarrollo (CIID) // Universidad de los Andes. Programa de Investigación sobre Construcción de Paz. Departamento de Ciencias Políticas (CESO)";"2005";"CIID // CESO";"";"340.114(861)/T439";"";"";"Justicia social; Derechos humanos; Política social; Colombia";""
"La política de investigación científica y tecnológica Argentina; historia y perspectivas";"Oteiza, Enrique (dir.");"";"1992";"Centro Editor de América Latina";"";"Electrónica/Comunicaciones/242";"";"";"Investigación científico técnica; Política científica; Política tecnológica; Institutos de investigación; Recursos humanos; Proyectos nacionales; Telecomunicaciones; Tecnología y ciencia; Gestión; Argentina";""
"Informe de viaje al II evento internacional "Las bibliotecas en el siglo XXI"";"Ventura, María Laura";"Instituto Nacional de Tecnología Industrial (INTI)";"2007";"INTI";"";"4543";"";"";"Bibliotecas; Manejo de la información; Globalización; Bibliotecarios; Cuba; Viajes";""
"Espacio libre de barreras; diseńo universal";"Figini, Lidia A.";"";"2007";"Nobuko";"";"Dirección de Obras/01";"";"";"Diseńo de exteriores; Construcciones; Edificios; Rutas; Muros; Sillas de ruedas; Discapacitados; Escaleras; Ascensores; Rampas; Almacenamiento; Restaurantes; Servicios de salud; Bibliotecas";""
"Seńalética; conceptos y fundamentos; una aplicación en bibliotecas";"Sánchez Avillaneda, María del Rocío";"";"2006";"Alfagrama";"";"654.91/S211";"";"";"Seńalética; Seńales; Bibliotecas; Comunicaciones; Campo visual; Semántica; Simbología; Bibliotecología; Diseńo gráfico";""
"Indicadores para la gestión de conservación en museos, archivos y bibliotecas";"Zamorano, Héctor L.";"";"2008";"Alfagrama";"";"002/007/Z25";"";"";"Museos; Archivos; Bibliotecas; Conservación; Gestión; Calidad; Gestión de la calidad; Estrategias; Organización; Indicadores; Sistemas; Análisis de sistemas";""
"Usuarios de la información: formación y desafíos";"Monfasani, Rosa Emma; Curzel, Marcela Fabiana";"";"2006p.";"Alfagrama ediciones";"";"002/M695";"";"";"Usuarios; Información; Capacitación; Sociedad; Argentina; Estrategias; Bibliotecas; Bibliotecarios";""
"Servicio de documentación, información y biblioteca";"";"Instituto Nacional de Tecnología Industrial. Extensión y Desarrollo (INTI-Extensión y Desarrollo)";"2004";"INTI";"";"PE/90";"";"";"Servicios de información; Bibliotecas; INTI; Centros de información; Tratamiento de la información; Memorias; Reseńas";""
"Bibliotecarios, usuarios y gestión del conocimiento";"Monfasani, Rosa Emma";"";"2013";"Alfagrama";"";"021/M742";"";"";"Bibliotecarios; Usuarios; Información; Bibliotecas; Sociedad de la información; Gestión del conocimiento; Sistemas de información; Manejo de la información; Investigación; Documentación; Metodología; Lectura; Recuperación de la información; Fuentes de información; Técnicas digitales; Bases de datos; Catálogos; Bibliotecas digitales; Repositorios institucionales; Información científico técnica; Publicaciones periódicas; Publicaciones electrónicas; Lenguajes de indización; Páginas web; Web semántica; Internet; Legislación; Propiedad intelectual; Tecnologías de la información y comunicación";""
"Estándares del Sistema de Bibliotecas de la Universidad de Buenos Aires ";"";"Comisión Técnica de Estandáres del Sistema de Bibliorecas de la UBA. Universidad de Buenos Aires (UBA)";"2013";"UBA";"";"023/U58";"";"";"Bibliotecas; Bibliotecología; Gestión; Planificación; Procesamiento técnico de documentos; Gestión de proyectos; Sistemas de información; Manejo de la información; Edificios; Conservación de libros; Finanzas; Administración; Usuarios; Servicios; Servicio de referencia; Organización; Gestión de la calidad";""
"Competencias bibliotecarias y entorno laboral";"Monfasani, Rosa Emma";"";"2014";"Alfagrama";"";"023/M742";"";"";"Bibliotecarios; Usuarios; Información; Bibliotecas; Sociedad de la información; Gestión del conocimiento; Relaciones laborales; Trabajo; Trabajadores";""
"Introducción a la bibliotecología";"Monfasani, Rosa Emma";"";"2016";"Alfagrama";"";"021/M742i";"";"";"Bibliotecología; Bibliotecarios; Administración; Gestión; Gestión del conocimiento; Bases de datos; Catálogos; Procesamiento técnico de documentos; Catalogación; Descripción de documentos; Catálogos; Servicios de información; Servicios de referencia; Diseminación de la información; Opacs; Usuarios; Información; Bibliotecas; Sociedad de la información; Recuperación de la información; Administación del personal";""
"Resiliencia de servicios bibliotecarios en el área tecnológica";"Falcato, Pedro";"Instituto Nacional de Tecnología Industrial (INTI)";"2019";"s.n.";"Asociación de Bibliotecarios Graduados de la República Argentina (ABGRA), AR. ^nJornada de Bibliotecas de Ciencia y Tecnología^sJoBiCyT^n9. AR. 2019";"";"";"";"Servicio de referencia; Servicios de información; Bibliotecas especializadas; Bibliotecarios; Bibliotecología; Tecnología y ciencia; Investigación científico técnica";""
"Digitalización de la xiloteca del INTI";"Cunha Ferré, A. N.; Rodríguez, N.";"";"2022";"INTI";"Instituto Nacional de Tecnología Industrial (INTI), Argentina. TecnoINTI edición 2022. Jornadas de Desarrollo Tecnológico e Innovación, 14. AR. 2022";"";"";"";"Bibliotecas digitales; Bases de datos; Maderas; Manejo de la información; Especies forestales";""
"Inspección edilicia sobre fachadas de la Biblioteca Nacional  Mariano Moreno con el uso de Sistema de Vehículo Aéreo no  Tripulado";"Albornoz, D.; Heidenreich, W.; Marino, D.; Alonso, G.";"";"2022";"INTI";"Instituto Nacional de Tecnología Industrial (INTI), Argentina. TecnoINTI edición 2022. Jornadas de Desarrollo Tecnológico e Innovación, 14. AR. 2022";"";"";"";"Inspección; Fachadas; Patrimonio; Edificios históricos; Bibliotecas nacionales; Drones";""
"Manual para la preservación del papel: nueva era de la conservación preventiva y su aplicación actualizada";"Goren, Silvia";"";"2010";"Alfagrama";"";"025.85/G666";"";"";"Conservación; Conservación de libros; Papel; Bibliotecas";""
"Biodeterioro del patrimonio histórico documental : alternativas para su erradicación y control = Biodeterioraçăo do patrimônio histórico documental : alternativas para erradicaçăo e controle";"Vaillant Callol, Milagros";"";"2013";"MAST / FCRB";"";"025.85/V131";"";"";"Conservación; Envejecimiento de materiales; Archivos; Patrimonio; Bibliotecas; Biología; Microbiología; Hongos; Lignina";""
"Comparación del estado de conservación de los centros de documentación del CIT (INTI) y del INTEMIN (SEGEMAR) dependientes de la administración pública nacional";"Silva, C. L.";"";"2005";"UMSA // INTI";"";"4947";"";"";"Conservación; Conservación de libros; Bibliotecas; Centros de información; Patrimonio";""